file_name,answer
6c2974c9-59f8-4d07-914a-cc3d3d9c4c2f.jpg,1
75d033f9-fc2f-4dc8-9fcd-30f93383a2cd.jpg,4
13b3502d-ca3e-4581-b276-382dd35d8a0b.jpg,3
2c18497c-825a-4d79-a013-6385a26e9193.jpg,2
1b3b926d-84a0-4ea3-b7bf-c2dc35d3894f.jpg,3
982e8a1d-5543-47eb-8905-8ee0f0e059e8.jpg,2
42a78edd-9b6d-4f9b-ae15-5f9435e8abf0.jpg,4
0ee409d8-8bb7-4a21-a3a6-d15ba18093ee.jpg,3
50ca70bc-8d69-4359-a0da-7cb114811cfc.jpg,2
9d53e5ab-f721-48d7-b8c7-69cdfc090aec.jpg,1
f4861622-ea48-4c15-ae2d-7f748802db52.jpg,2
7cbf61c8-b824-4b70-89f8-f6ef563c12f3.jpg,2
e8ed8d59-aba2-4eae-a852-c7c73fc884db.jpg,4
363cb58c-e7e1-4e89-b3d5-dc6f5e210423.jpg,1
5373f262-d7df-4876-9e01-b25889e74d08.jpg,3
eb951033-0f6b-4e4e-93c7-7e314b5d43b1.jpg,3
105df899-11d8-4d66-84c1-c973dcd8d4f8.jpg,2
e1b8441f-bc42-472e-820f-a0e5031174cb.jpg,3
ebe80f31-1667-475b-86e0-e298f7a9f566.jpg,3
2876e349-b0e5-4ce5-b349-60b652727bf1.jpg,1
e6300d0f-3ede-4b51-9904-49d6a3bd3858.jpg,4
fe781d26-cd69-4007-ad30-8b0a14f32f94.jpg,3
e120d51f-296d-4589-959b-b026a1fe65be.jpg,3
36346015-df03-444c-a4e3-9f464d44a7b5.jpg,4
6e5d6c43-3979-4034-ab73-5d011a3fbfd9.jpg,1
d5ba891a-0036-4d62-9773-f77fae60b9e6.jpg,1
a5dcc6ce-0ef6-40b4-9e5c-db7bda5a41c8.jpg,3
91721c77-e9e7-466c-a0e0-f84de9488c6a.jpg,1
a00094d8-b4dc-430f-b538-fa54e1cfbbc5.jpg,1
911ecad1-71e5-49b2-8e98-ad81f8d97a58.jpg,3
3d1d355b-e6c0-4dfd-9aaf-282cef3b067a.jpg,2
55ccb82a-8416-4188-9554-c78a96a928a0.jpg,3
341fda77-2a8e-4b8b-a288-1eb3c555ed96.jpg,4
54bbd3f1-f3c9-4e43-8278-179e6fbb7403.jpg,2
dc8af610-47ad-4850-92f7-65dbcee06d1f.jpg,1
dae55c06-2a43-48f4-91e2-06052dcbf748.jpg,4
d1d1c6bc-209c-449b-a450-6dfbdaac8d6a.jpg,1
5968a1de-a823-4000-a41e-07a7911cd4d4.jpg,2
072f6890-ef35-46ed-9c9b-f5dd6d2652fb.jpg,3
170288bb-a51e-4e68-843d-f3b48b906386.jpg,3
c0f13a33-5439-4608-b231-9f1c5d505a7a.jpg,4
c655dfb8-4bb7-4880-9548-982d57c82fbe.jpg,3
797b1a13-dfb0-49a4-9f76-bca2424ad8d7.jpg,2
a6a3133c-1573-4e03-bb01-d377d9b62817.jpg,3
172008fd-f92e-4740-9c26-feb68257ee2d.jpg,3
4f52ef65-174b-4787-a814-351291b9c258.jpg,4
1fc9299d-bbc9-491d-9b16-647814ec8a7e.jpg,3
6ee0c188-b4db-45df-9464-74a5cf5e88f7.jpg,3
166f73ba-9f26-4011-b325-e2c856e0d6be.jpg,4
5d794fd6-614f-40da-853b-3f529cb23995.jpg,2
0715f017-307d-4915-84ec-40bf4d4a895b.jpg,4
80807865-241c-4603-bbbf-d487feb67543.jpg,3
8bfcf975-421d-4681-aeb0-3a372a160759.jpg,2
32c945fb-2e3f-4ad3-9e05-9cfc8abfaf80.jpg,4
b0571f97-d811-48b0-8300-28d9e82de248.jpg,4
78dbae00-0d89-4abf-ac6b-45e4320b414e.jpg,3
a5586f77-ae38-4936-9728-e4077deb33de.jpg,1
011b584f-4c64-4772-af12-01df44dbf582.jpg,4
73835654-db8c-423d-8618-eccb83ee9b6f.jpg,2
26b1067a-175a-44b1-8373-b298d64eadde.jpg,3
e45d649c-8c41-4292-b5c2-f52eaadb48f5.jpg,1
79a6bfd6-e869-43b1-a294-78f92c484322.jpg,2
a143a4fc-6265-4f0f-a639-68afc7511db8.jpg,3
13ce9e20-9937-4b82-b9f5-99a2792cb7e8.jpg,3
ca7b230b-a97a-4f4b-9a73-6fbaf2d3f48d.jpg,2
7afc8546-310e-4f8b-944f-d1003412d3c2.jpg,1
5b84b09b-01aa-498f-835a-e3aed28cac82.jpg,2
8398584e-cefd-4b18-bcfb-624a9273b351.jpg,1
1dbdf325-ecf6-4cd0-a07e-5bd3965d21f1.jpg,3
d8e66418-21db-4f6b-8edc-b4c2ac3c292e.jpg,4
cd50567c-1da2-4a58-b49a-f02ffff041df.jpg,1
d8252739-7225-4e7e-8ac6-e5460ab673e8.jpg,2
cd0cfd44-6e39-47cc-8a3f-26bdb10fb889.jpg,4
be6c3b7d-c242-4b08-8d87-be50a2ad1da9.jpg,1
2e9402fb-e91d-4104-916c-1b61d936a489.jpg,4
6b05748d-377e-4b7d-9cab-47bc83ab7601.jpg,1
93c04e1c-9830-421e-ac34-e9f795831c9f.jpg,2
506db143-2bce-4ded-8459-a9ee1ec07768.jpg,1
a777f6c5-7543-4bfd-84e5-bd78c9ab8e1a.jpg,2
7b6976a7-014f-48d6-bafa-4d0437ca8d30.jpg,1
f1b8ba08-c1e7-4e0e-b9f8-4d2b6cdc20cf.jpg,2
b54ca401-25be-4fc7-b141-5445377380e7.jpg,4
e4dbf76f-dbff-4061-9a95-b288c8bad84e.jpg,2
0a2cec83-20a4-4f9a-bf99-a63dcdc900f6.jpg,1
656188c0-d6ba-4511-ad79-ed1864f0bff6.jpg,4
6f38f998-b4be-4067-a715-da255ed29cd2.jpg,1
f5b0e632-2f5e-4008-a358-78bda3c42118.jpg,2
aa6c1acd-0fb0-42e3-9444-5ee8deb9a28e.jpg,3
73aac144-10c8-4fbc-9713-73a51b12de02.jpg,1
27ec989d-6220-4898-bf3b-16c1b4d098cb.jpg,2
54e9dd15-0015-4997-bb06-4fcf130517bf.jpg,2
80008040-e99b-4407-93e8-6f4293ef92e1.jpg,3
262a647c-8812-46f6-acb7-8817203bd5eb.jpg,2
929f7525-080a-42ba-9c9f-2d6c377800fd.jpg,2
2f3bcb89-a4a1-4312-9445-5dd29ab8e7b7.jpg,1
0ab0f0f3-2634-4395-afa6-632887cddc5d.jpg,2
9aceb350-7ffc-445b-8a42-b9d9e6535838.jpg,4
7c24ca14-e108-4d58-a5d4-c103ab7fc5d4.jpg,1
f016aef9-ae8f-4e6e-8637-3a95521bc562.jpg,2
0dfa3a95-b5b2-4c8f-aca8-5a04b8ea53e7.jpg,2
c866bb70-4288-4eb8-b7d7-499ec193af6f.jpg,1
cd70edac-fa66-4132-97cb-401ce13c17ef.jpg,2
ee03ab5a-33c8-4e0a-9221-0371f490e662.jpg,4
d1c48531-1bce-4073-bde8-74a86c4dc035.jpg,2
93aa7032-6fe4-4f69-bad0-8e288207eb58.jpg,3
7a2be027-20f7-4842-88ed-8199425d811c.jpg,2
7ea7062d-4707-40e4-9662-3243e1791e79.jpg,3
9a990a74-0ecf-4308-aba7-48ed3940fb3a.jpg,2
ee00106d-fc3c-4503-9f3c-65151985d853.jpg,2
0d2eebd7-51bd-440e-9b18-040b37f8578e.jpg,3
2018b919-3648-420c-a472-5cfa8332eb0e.jpg,3
d3da5d73-d478-454b-94e7-2bead817a710.jpg,2
60133598-3bfb-4728-9b0d-ba21826b7361.jpg,1
cae6a338-48a0-4aa0-be65-9e75f0edb803.jpg,2
0ebf8788-bbac-4c21-8ab1-03d6b9fd6e16.jpg,4
cdf9230a-d057-4c64-a02d-f8ca9e943caa.jpg,2
0e721b61-06e7-4cf3-9793-2c186147d5b4.jpg,4
933769f5-60fc-42a2-89f6-32fea0abc761.jpg,1
fb98f53c-d5b5-458b-8b97-3f3a40aadf5f.jpg,1
c6f05186-09a2-4dde-a201-09ce0c3215e7.jpg,2
2963edcf-9ab7-460b-b735-a64426298ef2.jpg,1
e6815223-69ff-433c-aaa8-ca5d2abbabea.jpg,3
804c0417-fba8-4970-a576-1bf338bca32f.jpg,3
ae9cb352-d356-4a7a-9c71-4c838c7789c5.jpg,1
dfa7a5b8-9265-4791-bec9-40050019c8ea.jpg,1
23349a33-f282-4791-bce9-37510f2002f2.jpg,1
71fad762-7a2e-422d-8a2d-d9e2758613bd.jpg,3
4ad6b438-550f-4bd7-a885-45cc34c235e8.jpg,1
27fd2368-5b2c-4ccf-9632-7138bea81716.jpg,3
6146c5cb-9812-4232-a56a-f69c34ad40d2.jpg,4
ceb6517f-5efa-420e-8066-9f6cc8e88da2.jpg,1
d9490948-2942-44a7-baf8-eec10cdc850f.jpg,1
dffa5c82-a0f8-4523-826b-bbfcca8f352b.jpg,1
af00355f-3540-4720-9dc1-9bde2ef2bfb6.jpg,4
9ef9d0f2-2976-4042-814f-ad55ac7fa9ee.jpg,4
9e964254-3ebd-4503-a032-644ce6840b21.jpg,3
0ac3e855-519e-4295-a093-7d1a884ca67d.jpg,2
1b31d6eb-9fbb-4839-a354-a69aad48a7e6.jpg,4
8990d1f3-95b2-4885-b613-191cb232eb3e.jpg,4
33485ca3-8bef-4c0f-bec6-23bb4b7b031d.jpg,1
fd500229-4142-4f83-8f46-2a1d1a288c66.jpg,3
f98a2764-1dc3-4ebf-af54-13d5a478d895.jpg,2
b9dc03b1-b40d-4f01-af99-1fb4dc4539f9.jpg,2
d537e1c1-2590-4720-a453-50fc29842666.jpg,1
